activation_name,decision,median_mem_size_bytes,recomp_time_s,creation_rank,first_bw_use_rank
convolution_46,RETAINED,12845056,0.012544,2718,4545
getitem_187,RETAINED,1024,1e-06,2722,4545
getitem_188,RETAINED,1024,1e-06,2723,4545
relu__43,RETAINED,12845056,0.012544,2725,4541
convolution_47,RETAINED,12845056,0.012544,2726,4537
getitem_191,RETAINED,1024,1e-06,2730,4537
getitem_192,RETAINED,1024,1e-06,2731,4537
relu__44,RETAINED,12845056,0.012544,2733,4533
convolution_48,RETAINED,51380224,0.050176,2734,4529
getitem_195,RETAINED,4096,4e-06,2738,4529
getitem_196,RETAINED,4096,4e-06,2739,4529
relu__45,RECOMPUTE,51380224,0.050176,2742,4524
convolution_49,RETAINED,12845056,0.012544,2743,4520
getitem_199,RETAINED,1024,1e-06,2747,4520
getitem_200,RETAINED,1024,1e-06,2748,4520
relu__46,RETAINED,12845056,0.012544,2750,4516
convolution_50,RETAINED,12845056,0.012544,2751,4512
getitem_203,RETAINED,1024,1e-06,2755,4512
getitem_204,RETAINED,1024,1e-06,2756,4512
relu__47,RETAINED,12845056,0.012544,2758,4508
convolution_51,RECOMPUTE,51380224,0.050176,2759,4504
getitem_207,RETAINED,4096,4e-06,2763,4504
getitem_208,RETAINED,4096,4e-06,2764,4504
relu__48,RECOMPUTE,51380224,0.050176,2767,4499
convolution_52,RETAINED,12845056,0.012544,2768,4495
getitem_211,RETAINED,1024,1e-06,2772,4495
getitem_212,RETAINED,1024,1e-06,2773,4495
relu__49,RETAINED,12845056,0.012544,2775,4491
convolution_53,RETAINED,12845056,0.012544,2776,4487
getitem_215,RETAINED,1024,1e-06,2780,4487
getitem_216,RETAINED,1024,1e-06,2781,4487
relu__50,RETAINED,12845056,0.012544,2783,4483
convolution_54,RECOMPUTE,51380224,0.050176,2784,4479
getitem_219,RETAINED,4096,4e-06,2788,4479
getitem_220,RETAINED,4096,4e-06,2789,4479
relu__51,RECOMPUTE,51380224,0.050176,2792,4474
convolution_55,RETAINED,12845056,0.012544,2793,4470
getitem_223,RETAINED,1024,1e-06,2797,4470
getitem_224,RETAINED,1024,1e-06,2798,4470
relu__52,RETAINED,12845056,0.012544,2800,4466
convolution_56,RETAINED,12845056,0.012544,2801,4462
getitem_227,RETAINED,1024,1e-06,2805,4462
getitem_228,RETAINED,1024,1e-06,2806,4462
relu__53,RETAINED,12845056,0.012544,2808,4458
convolution_57,RECOMPUTE,51380224,0.050176,2809,4454
getitem_231,RETAINED,4096,4e-06,2813,4454
getitem_232,RETAINED,4096,4e-06,2814,4454
relu__54,RECOMPUTE,51380224,0.050176,2817,4449
convolution_58,RETAINED,12845056,0.012544,2818,4445
getitem_235,RETAINED,1024,1e-06,2822,4445
getitem_236,RETAINED,1024,1e-06,2823,4445
relu__55,RETAINED,12845056,0.012544,2825,4441
convolution_59,RETAINED,12845056,0.012544,2826,4437
getitem_239,RETAINED,1024,1e-06,2830,4437
getitem_240,RETAINED,1024,1e-06,2831,4437
relu__56,RETAINED,12845056,0.012544,2833,4433
convolution_60,RECOMPUTE,51380224,0.050176,2834,4429
getitem_243,RETAINED,4096,4e-06,2838,4429
getitem_244,RETAINED,4096,4e-06,2839,4429
relu__57,RECOMPUTE,51380224,0.050176,2842,4424
convolution_61,RETAINED,12845056,0.012544,2843,4420
getitem_247,RETAINED,1024,1e-06,2847,4420
getitem_248,RETAINED,1024,1e-06,2848,4420
relu__58,RETAINED,12845056,0.012544,2850,4416
convolution_62,RETAINED,12845056,0.012544,2851,4412
getitem_251,RETAINED,1024,1e-06,2855,4412
getitem_252,RETAINED,1024,1e-06,2856,4412
relu__59,RETAINED,12845056,0.012544,2858,4408
convolution_63,RECOMPUTE,51380224,0.050176,2859,4404
getitem_255,RETAINED,4096,4e-06,2863,4404
getitem_256,RETAINED,4096,4e-06,2864,4404
relu__60,RECOMPUTE,51380224,0.050176,2867,4399
convolution_64,RETAINED,12845056,0.012544,2868,4395
getitem_259,RETAINED,1024,1e-06,2872,4395
getitem_260,RETAINED,1024,1e-06,2873,4395
relu__61,RETAINED,12845056,0.012544,2875,4391
convolution_65,RETAINED,12845056,0.012544,2876,4387
getitem_263,RETAINED,1024,1e-06,2880,4387
getitem_264,RETAINED,1024,1e-06,2881,4387
relu__62,RETAINED,12845056,0.012544,2883,4383
convolution_66,RECOMPUTE,51380224,0.050176,2884,4379
getitem_267,RETAINED,4096,4e-06,2888,4379
getitem_268,RETAINED,4096,4e-06,2889,4379
relu__63,RECOMPUTE,51380224,0.050176,2892,4374
convolution_67,RETAINED,12845056,0.012544,2893,4370
getitem_271,RETAINED,1024,1e-06,2897,4370
getitem_272,RETAINED,1024,1e-06,2898,4370
relu__64,RETAINED,12845056,0.012544,2900,4366
convolution_68,RETAINED,12845056,0.012544,2901,4362
getitem_275,RETAINED,1024,1e-06,2905,4362
getitem_276,RETAINED,1024,1e-06,2906,4362
relu__65,RETAINED,12845056,0.012544,2908,4358
convolution_69,RETAINED,51380224,0.050176,2909,4354
getitem_279,RETAINED,4096,4e-06,2913,4354
getitem_280,RETAINED,4096,4e-06,2914,4354
relu__66,RECOMPUTE,51380224,0.050176,2917,4349
convolution_70,RETAINED,12845056,0.012544,2918,4345
getitem_283,RETAINED,1024,1e-06,2922,4345
getitem_284,RETAINED,1024,1e-06,2923,4345
relu__67,RETAINED,12845056,0.012544,2925,4341
convolution_71,RETAINED,12845056,0.012544,2926,4337
getitem_287,RETAINED,1024,1e-06,2930,4337
getitem_288,RETAINED,1024,1e-06,2931,4337
relu__68,RETAINED,12845056,0.012544,2933,4333
convolution_72,RECOMPUTE,51380224,0.050176,2934,4329
getitem_291,RETAINED,4096,4e-06,2938,4329
getitem_292,RETAINED,4096,4e-06,2939,4329
relu__69,RECOMPUTE,51380224,0.050176,2942,4324
convolution_73,RETAINED,12845056,0.012544,2943,4320
getitem_295,RETAINED,1024,1e-06,2947,4320
getitem_296,RETAINED,1024,1e-06,2948,4320
relu__70,RETAINED,12845056,0.012544,2950,4316
convolution_74,RETAINED,12845056,0.012544,2951,4312
getitem_299,RETAINED,1024,1e-06,2955,4312
getitem_300,RETAINED,1024,1e-06,2956,4312
relu__71,RETAINED,12845056,0.012544,2958,4308
convolution_75,RECOMPUTE,51380224,0.050176,2959,4304
getitem_303,RETAINED,4096,4e-06,2963,4304
getitem_304,RETAINED,4096,4e-06,2964,4304
relu__72,RECOMPUTE,51380224,0.050176,2967,4299
convolution_76,RETAINED,12845056,0.012544,2968,4295
getitem_307,RETAINED,1024,1e-06,2972,4295
getitem_308,RETAINED,1024,1e-06,2973,4295
relu__73,RETAINED,12845056,0.012544,2975,4291
convolution_77,RETAINED,12845056,0.012544,2976,4287
getitem_311,RETAINED,1024,1e-06,2980,4287
getitem_312,RETAINED,1024,1e-06,2981,4287
relu__74,RETAINED,12845056,0.012544,2983,4283
convolution_78,RETAINED,51380224,0.050176,2984,4279
getitem_315,RETAINED,4096,4e-06,2988,4279
getitem_316,RETAINED,4096,4e-06,2989,4279
relu__75,RECOMPUTE,51380224,0.050176,2992,4274
convolution_79,RETAINED,12845056,0.012544,2993,4270
getitem_319,RETAINED,1024,1e-06,2997,4270
getitem_320,RETAINED,1024,1e-06,2998,4270
relu__76,RETAINED,12845056,0.012544,3000,4266
convolution_80,RETAINED,12845056,0.012544,3001,4262
getitem_323,RETAINED,1024,1e-06,3005,4262
getitem_324,RETAINED,1024,1e-06,3006,4262
relu__77,RETAINED,12845056,0.012544,3008,4258
convolution_81,RECOMPUTE,51380224,0.050176,3009,4254
getitem_327,RETAINED,4096,4e-06,3013,4254
getitem_328,RETAINED,4096,4e-06,3014,4254
relu__78,RECOMPUTE,51380224,0.050176,3017,4249
convolution_82,RETAINED,12845056,0.012544,3018,4245
getitem_331,RETAINED,1024,1e-06,3022,4245
getitem_332,RETAINED,1024,1e-06,3023,4245
relu__79,RETAINED,12845056,0.012544,3025,4241
convolution_83,RETAINED,12845056,0.012544,3026,4237
getitem_335,RETAINED,1024,1e-06,3030,4237
getitem_336,RETAINED,1024,1e-06,3031,4237
relu__80,RETAINED,12845056,0.012544,3033,4233
convolution_84,RECOMPUTE,51380224,0.050176,3034,4229
getitem_339,RETAINED,4096,4e-06,3038,4229
getitem_340,RETAINED,4096,4e-06,3039,4229
relu__81,RECOMPUTE,51380224,0.050176,3042,4224
convolution_85,RETAINED,12845056,0.012544,3043,4220
getitem_343,RETAINED,1024,1e-06,3047,4220
getitem_344,RETAINED,1024,1e-06,3048,4220
relu__82,RETAINED,12845056,0.012544,3050,4216
convolution_86,RETAINED,12845056,0.012544,3051,4212
getitem_347,RETAINED,1024,1e-06,3055,4212
getitem_348,RETAINED,1024,1e-06,3056,4212
relu__83,RETAINED,12845056,0.012544,3058,4208
convolution_87,RECOMPUTE,51380224,0.050176,3059,4204
getitem_351,RETAINED,4096,4e-06,3063,4204
getitem_352,RETAINED,4096,4e-06,3064,4204
relu__84,RECOMPUTE,51380224,0.050176,3067,4199
convolution_88,RETAINED,12845056,0.012544,3068,4195
getitem_355,RETAINED,1024,1e-06,3072,4195
getitem_356,RETAINED,1024,1e-06,3073,4195
relu__85,RETAINED,12845056,0.012544,3075,4191
convolution_89,RETAINED,12845056,0.012544,3076,4187
getitem_359,RETAINED,1024,1e-06,3080,4187
getitem_360,RETAINED,1024,1e-06,3081,4187
relu__86,RETAINED,12845056,0.012544,3083,4183
convolution_90,RECOMPUTE,51380224,0.050176,3084,4179
getitem_363,RETAINED,4096,4e-06,3088,4179
getitem_364,RETAINED,4096,4e-06,3089,4179
relu__87,RECOMPUTE,51380224,0.050176,3092,4174
convolution_91,RETAINED,12845056,0.012544,3093,4170
getitem_367,RETAINED,1024,1e-06,3097,4170
getitem_368,RETAINED,1024,1e-06,3098,4170
relu__88,RETAINED,12845056,0.012544,3100,4166
convolution_92,RETAINED,12845056,0.012544,3101,4162
getitem_371,RETAINED,1024,1e-06,3105,4162
getitem_372,RETAINED,1024,1e-06,3106,4162
relu__89,RETAINED,12845056,0.012544,3108,4158
convolution_93,RETAINED,51380224,0.050176,3109,4154
getitem_375,RETAINED,4096,4e-06,3113,4154
getitem_376,RETAINED,4096,4e-06,3114,4154
relu__90,RECOMPUTE,51380224,0.050176,3117,4149
convolution_94,RETAINED,12845056,0.012544,3118,4145
getitem_379,RETAINED,1024,1e-06,3122,4145
getitem_380,RETAINED,1024,1e-06,3123,4145
relu__91,RETAINED,12845056,0.012544,3125,4141
convolution_95,RETAINED,12845056,0.012544,3126,4137
getitem_383,RETAINED,1024,1e-06,3130,4137
getitem_384,RETAINED,1024,1e-06,3131,4137
relu__92,RETAINED,12845056,0.012544,3133,4133
convolution_96,RECOMPUTE,51380224,0.050176,3134,4129
getitem_387,RETAINED,4096,4e-06,3138,4129
getitem_388,RETAINED,4096,4e-06,3139,4129
relu__93,RECOMPUTE,51380224,0.050176,3142,4124
convolution_97,RETAINED,12845056,0.012544,3143,4120
getitem_391,RETAINED,1024,1e-06,3147,4120
getitem_392,RETAINED,1024,1e-06,3148,4120
relu__94,RETAINED,12845056,0.012544,3150,4116
convolution_98,RETAINED,12845056,0.012544,3151,4112
getitem_395,RETAINED,1024,1e-06,3155,4112
getitem_396,RETAINED,1024,1e-06,3156,4112
relu__95,RETAINED,12845056,0.012544,3158,4108
convolution_99,RECOMPUTE,51380224,0.050176,3159,4104
getitem_399,RETAINED,4096,4e-06,3163,4104
getitem_400,RETAINED,4096,4e-06,3164,4104
relu__96,RECOMPUTE,51380224,0.050176,3167,4099
convolution_100,RETAINED,12845056,0.012544,3168,4095
getitem_403,RETAINED,1024,1e-06,3172,4095
getitem_404,RETAINED,1024,1e-06,3173,4095
relu__97,RETAINED,12845056,0.012544,3175,4091
convolution_101,RETAINED,12845056,0.012544,3176,4087
getitem_407,RETAINED,1024,1e-06,3180,4087
getitem_408,RETAINED,1024,1e-06,3181,4087
relu__98,RETAINED,12845056,0.012544,3183,4083
convolution_102,RECOMPUTE,51380224,0.050176,3184,4079
getitem_411,RETAINED,4096,4e-06,3188,4079
getitem_412,RETAINED,4096,4e-06,3189,4079
relu__99,RECOMPUTE,51380224,0.050176,3192,4074
convolution_103,RETAINED,12845056,0.012544,3193,4070
getitem_415,RETAINED,1024,1e-06,3197,4070
getitem_416,RETAINED,1024,1e-06,3198,4070
relu__100,RETAINED,12845056,0.012544,3200,4066
convolution_104,RETAINED,12845056,0.012544,3201,4062
getitem_419,RETAINED,1024,1e-06,3205,4062
getitem_420,RETAINED,1024,1e-06,3206,4062
relu__101,RETAINED,12845056,0.012544,3208,4058
convolution_105,RECOMPUTE,51380224,0.050176,3209,4054
getitem_423,RETAINED,4096,4e-06,3213,4054
getitem_424,RETAINED,4096,4e-06,3214,4054
relu__102,RETAINED,51380224,0.050176,3217,4049
convolution_106,RETAINED,12845056,0.012544,3218,4045
getitem_427,RETAINED,1024,1e-06,3222,4045
getitem_428,RETAINED,1024,1e-06,3223,4045
relu__103,RETAINED,12845056,0.012544,3225,4041
convolution_107,RETAINED,12845056,0.012544,3226,4037
getitem_431,RETAINED,1024,1e-06,3230,4037
getitem_432,RETAINED,1024,1e-06,3231,4037
relu__104,RETAINED,12845056,0.012544,3233,4033
convolution_108,RECOMPUTE,51380224,0.050176,3234,4029
getitem_435,RETAINED,4096,4e-06,3238,4029
getitem_436,RETAINED,4096,4e-06,3239,4029
relu__105,RECOMPUTE,51380224,0.050176,3242,4024
convolution_109,RETAINED,12845056,0.012544,3243,4020
getitem_439,RETAINED,1024,1e-06,3247,4020
getitem_440,RETAINED,1024,1e-06,3248,4020
relu__106,RETAINED,12845056,0.012544,3250,4016
convolution_110,RETAINED,12845056,0.012544,3251,4012
getitem_443,RETAINED,1024,1e-06,3255,4012
getitem_444,RETAINED,1024,1e-06,3256,4012
relu__107,RETAINED,12845056,0.012544,3258,4008
convolution_111,RECOMPUTE,51380224,0.050176,3259,4004
getitem_447,RETAINED,4096,4e-06,3263,4004
getitem_448,RETAINED,4096,4e-06,3264,4004
relu__108,RETAINED,51380224,0.050176,3267,3999
convolution_112,RETAINED,12845056,0.012544,3268,3995
getitem_451,RETAINED,1024,1e-06,3272,3995
getitem_452,RETAINED,1024,1e-06,3273,3995
relu__109,RETAINED,12845056,0.012544,3275,3991
convolution_113,RETAINED,12845056,0.012544,3276,3987
getitem_455,RETAINED,1024,1e-06,3280,3987
getitem_456,RETAINED,1024,1e-06,3281,3987
relu__110,RETAINED,12845056,0.012544,3283,3983
convolution_114,RECOMPUTE,51380224,0.050176,3284,3979
getitem_459,RETAINED,4096,4e-06,3288,3979
getitem_460,RETAINED,4096,4e-06,3289,3979
relu__111,RECOMPUTE,51380224,0.050176,3292,3974
convolution_115,RETAINED,12845056,0.012544,3293,3970
getitem_463,RETAINED,1024,1e-06,3297,3970
getitem_464,RETAINED,1024,1e-06,3298,3970
relu__112,RETAINED,12845056,0.012544,3300,3966
convolution_116,RETAINED,12845056,0.012544,3301,3962
getitem_467,RETAINED,1024,1e-06,3305,3962
getitem_468,RETAINED,1024,1e-06,3306,3962
relu__113,RETAINED,12845056,0.012544,3308,3958
convolution_117,RECOMPUTE,51380224,0.050176,3309,3954
getitem_471,RETAINED,4096,4e-06,3313,3954
getitem_472,RETAINED,4096,4e-06,3314,3954
relu__114,RECOMPUTE,51380224,0.050176,3317,3949
convolution_118,RETAINED,12845056,0.012544,3318,3945
getitem_475,RETAINED,1024,1e-06,3322,3945
getitem_476,RETAINED,1024,1e-06,3323,3945
relu__115,RETAINED,12845056,0.012544,3325,3941
convolution_119,RETAINED,12845056,0.012544,3326,3937
getitem_479,RETAINED,1024,1e-06,3330,3937
getitem_480,RETAINED,1024,1e-06,3331,3937
relu__116,RETAINED,12845056,0.012544,3333,3933
convolution_120,RETAINED,51380224,0.050176,3334,3929
getitem_483,RETAINED,4096,4e-06,3338,3929
getitem_484,RETAINED,4096,4e-06,3339,3929
relu__117,RECOMPUTE,51380224,0.050176,3342,3924
convolution_121,RETAINED,12845056,0.012544,3343,3920
getitem_487,RETAINED,1024,1e-06,3347,3920
getitem_488,RETAINED,1024,1e-06,3348,3920
relu__118,RETAINED,12845056,0.012544,3350,3916
convolution_122,RETAINED,12845056,0.012544,3351,3912
getitem_491,RETAINED,1024,1e-06,3355,3912
getitem_492,RETAINED,1024,1e-06,3356,3912
relu__119,RETAINED,12845056,0.012544,3358,3908
convolution_123,RECOMPUTE,51380224,0.050176,3359,3904
getitem_495,RETAINED,4096,4e-06,3363,3904
getitem_496,RETAINED,4096,4e-06,3364,3904
relu__120,RECOMPUTE,51380224,0.050176,3367,3899
convolution_124,RETAINED,12845056,0.012544,3368,3895
getitem_499,RETAINED,1024,1e-06,3372,3895
getitem_500,RETAINED,1024,1e-06,3373,3895
relu__121,RETAINED,12845056,0.012544,3375,3891
convolution_125,RETAINED,12845056,0.012544,3376,3887
getitem_503,RETAINED,1024,1e-06,3380,3887
getitem_504,RETAINED,1024,1e-06,3381,3887
relu__122,RETAINED,12845056,0.012544,3383,3883
convolution_126,RECOMPUTE,51380224,0.050176,3384,3879
getitem_507,RETAINED,4096,4e-06,3388,3879
getitem_508,RETAINED,4096,4e-06,3389,3879
relu__123,RECOMPUTE,51380224,0.050176,3392,3874
convolution_127,RETAINED,12845056,0.012544,3393,3870
getitem_511,RETAINED,1024,1e-06,3397,3870
getitem_512,RETAINED,1024,1e-06,3398,3870
relu__124,RETAINED,12845056,0.012544,3400,3866
convolution_128,RETAINED,12845056,0.012544,3401,3862
getitem_515,RETAINED,1024,1e-06,3405,3862
getitem_516,RETAINED,1024,1e-06,3406,3862
relu__125,RETAINED,12845056,0.012544,3408,3858
convolution_129,RECOMPUTE,51380224,0.050176,3409,3854
getitem_519,RETAINED,4096,4e-06,3413,3854
getitem_520,RETAINED,4096,4e-06,3414,3854
relu__126,RECOMPUTE,51380224,0.050176,3417,3849
convolution_130,RETAINED,12845056,0.012544,3418,3845
