activation_name,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,median_mem_size_bytes,inactive_time_s,avg_swap_time_s,recomp_time_s,recomp_memory_bytes,recompute_ratio
relu__145,3582,3583,3684,3687,6422528,0.01497494417335838,0.0,0.006272,6422528,6272.0
convolution_150,3583,3585,3680,3680,6422528,0.014632928176783026,0.0,0.006272,6422528,6272.0
getitem_603,3587,-1,3680,3680,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_604,3588,-1,3680,3680,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_605,3589,-1,3680,3680,0,0.0,0.0,1e-06,0,0.1
relu__146,3590,3591,3676,3679,6422528,0.012312512203119694,0.0,0.006272,6422528,6272.0
convolution_151,3591,3593,3672,3672,25690112,0.011779968195594846,0.0,0.025088,25690112,25088.0
getitem_607,3595,-1,3672,3672,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_608,3596,-1,3672,3672,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_609,3597,-1,3672,3672,0,0.0,0.0,1e-06,0,0.1
relu__147,3599,3623,3667,3671,25690112,0.005947296041995287,0.0,0.025088,25690112,25088.0
convolution_152,3600,3602,3663,3663,6422528,0.008471680104732511,0.0,0.006272,6422528,6272.0
getitem_611,3604,-1,3663,3663,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_612,3605,-1,3663,3663,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_613,3606,-1,3663,3663,0,0.0,0.0,1e-06,0,0.1
relu__148,3607,3608,3659,3662,6422528,0.004843679990619421,0.0,0.006272,6422528,6272.0
convolution_153,3608,3610,3655,3655,6422528,0.004525215990841389,0.0,0.006272,6422528,6272.0
getitem_615,3612,-1,3655,3655,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_616,3613,-1,3655,3655,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_617,3614,-1,3655,3655,0,0.0,0.0,1e-06,0,0.1
relu__149,3615,3616,3651,3654,6422528,0.002205664001405239,0.0,0.006272,6422528,6272.0
convolution_154,3616,3618,3647,3647,25690112,0.0016640000008046627,0.0,0.025088,25690112,25088.0
getitem_619,3620,-1,3647,3647,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_620,3621,-1,3647,3647,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_621,3622,-1,3647,3647,0,0.0,0.0,1e-06,0,0.1
relu__150,3624,3625,3646,3646,25690112,0.001068063996732235,0.0,0.025088,25690112,25088.0
view,3626,3628,3638,3638,524288,0.00044339199736714364,0.0,0.000512,524288,281.6
t,3627,3628,3635,3635,8192000,0.0002570240013301373,0.0,0.008,8192000,8000.000000000001
